"...1","screenName","text","created","statusSource","Created_At_Round","tweetSource","date","hour"
769,"baekgunism","tiktok needs to do better abt filtering videos of tragedies my fyp is full of vids from itaewon and its v uncomfortable",2022-10-30 21:52:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:52:22,21
770,"JOONSLVTS","my deepest condolences, thoughts and prayers to the families, victims and everyone who has been impacted by this di",2022-10-30 21:52:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:52:04,21
771,"misprisee","a dude from my college died in the itaewon disaster i feel sick",2022-10-30 21:51:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:51:56,21
772,"kipitsikrit","you are not attend to itaewon, right hyung please let me know that u r safe",2022-10-30 21:51:46,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:51:46,21
773,"hesperidia","like its a really good comparison dont get me wrong!! lkf and itaewon are both nightlife places w narrow and very s",2022-10-30 21:51:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:51:27,21
774,"cheeneee_","reading my timeline rn is so heartbreaking.. my condolences are with those whove lost their loved ones during the",2022-10-30 21:51:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:51:17,21
775,"MINTH0ODIEE","getting off twitter bc the graphics of itaewon incident triggers my claustrophobia and anxiousness and even if i tr",2022-10-30 21:51:08,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:51:08,21
776,"Braided_Loaves","my heart goes out to everyone affected by the tragedy in itaewon. if you ever find yourself in a similar situation,",2022-10-30 21:51:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:51:02,21
777,"yuna4lifer","there was an incident in itaewon that many ppl got hurt and some passed away as well i think yg is givin",2022-10-30 21:50:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:50:59,21
778,"rachiefawn","itaewon is horrible. extremely steep hills and narrow alleyways everywhere. those poor poor people..",2022-10-30 21:50:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:50:21,21
779,"shhhownu","the itaewon accident just makes my heart absolutely ache its horrible",2022-10-30 21:50:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:50:08,21
780,"JoeMarino16","creepy creepy itaewon istvfb dogecoin prayforitaewon halloween lula straykids nflgamepass",2022-10-30 21:49:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:49:39,21
781,"yeximm_95","sending my deep condolences to itaewon and their families who have fought with a lot of loss. may god bless their l",2022-10-30 21:49:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:49:37,21
782,"musiq_love_19","rest in peace to those who lost their lives in itaewon. a hope of recovery to those who were also hurt by and witn",2022-10-30 21:49:09,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:49:09,21
783,"LibbyxRobinson","sending my condolences to those affected by the itaewon incident",2022-10-30 21:48:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:48:47,21
784,"noncelebgfniksj","deepest condolences to all the victims and to their families itaewon (but fr, i'm really sad and crying rn:( )",2022-10-30 21:48:45,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:48:45,21
785,"Luminaria98","tragedy in south korea - a sea of bodies: how a festive night in seoul turned deadly",2022-10-30 21:48:35,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 21:48:35,21
786,"Hanktivist","i can't get in touch with a friend of mine in seoul... she has gone to itaewon in past years for halloween. she u",2022-10-30 21:48:25,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 21:48:25,21
787,"Baddiebangtan1","pray for itaewon prayforitaewon itaewonhalloween",2022-10-30 21:48:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:48:18,21
788,"0xBeluga01","the recent itaewon halloween stampede and the ultra stampede in the philippines (february 4, 2006) has occurred in",2022-10-30 21:48:16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:48:16,21
789,"DiandianWong","four chinese nationals have been confirmed killed in a stampede that occurred saturday night at itaewon, a district",2022-10-30 21:48:05,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 21:48:05,21
790,"ItaewonHallowen","we are currently seeking for help which organization or people should we contact about charity donations we are cu",2022-10-30 21:47:31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 21:47:31,21
791,"Regine2022r","we pray for itaewon",2022-10-30 21:47:14,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:47:14,21
792,"goupto7","itaewon crowd crush: 'i was trying to do cpr, but they were both dead'",2022-10-30 21:47:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:47:09,21
793,"heyheybana2","just heard about the itaewon accident praying for them all and i hope they find the missing people",2022-10-30 21:47:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:47:07,21
794,"mozamoya","deep condolences for what happened in itaewon.",2022-10-30 21:47:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:47:06,21
795,"nasang_1","hello, thank you for praying and worrying about the itaewon accident in korea. however, the video of the",2022-10-30 21:47:04,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:47:04,21
796,"evergardenmai","my condolences to everyone affected from what happened in itaewon, thats truly a traumatic experience and i hope t",2022-10-30 21:47:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:47:01,21
797,"itsonnews","video: 154 halloween goers killed in crowd crush hundreds of young party-goers were crushed, and over 154 were k",2022-10-30 21:46:52,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 21:46:52,21
798,"ichloveyoo","im talking about itaewon btw",2022-10-30 21:46:50,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:46:50,21
799,"SHANASH1NE","my heart goes out to all the people affected by what happened in itaewon yesterday, i dont really know what to say",2022-10-30 21:46:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:46:36,21
800,"dillikahoshi","watching snap stories of people who went to itaewon after the incident... it's the saddest thing ever",2022-10-30 21:46:18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:46:18,21
801,"Baddiebangtan1","my condolences to the familys of victims of the itaewon incident last night. i am heartbroken and shocked of what h",2022-10-30 21:45:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:45:55,21
802,"Justin94491140","halloween day itaewon disaster. identify the cause.",2022-10-30 21:45:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:45:38,21
803,"parkmiashi1013","thank you. prayers for itaewon.. we love you jin",2022-10-30 21:45:20,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:45:20,21
804,"njnberry","i hope everyone is doing alright in itaewon and seoul",2022-10-30 21:45:08,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:45:08,21
805,"spenceshan","heartbreaking news from itaewon.",2022-10-30 21:45:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:45:00,21
806,"t54840361","two of my old classmates and one other guy that i know were in itaewon at that time. fortunately nothing happened t",2022-10-30 21:45:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:45:00,21
807,"jiminclude","wow the thing happening in itaewon rn, it's crazy like bro wow i'm seeing more news today and it's insane! that a",2022-10-30 21:44:59,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:44:59,21
808,"Aquatail20k","nowplaying: ""diamond"" from ""itaewon class (original television soundtrack)"" by ha hyun woo",2022-10-30 21:44:41,"<a href=""http://itunes.apple.com/jp/app/songsinfo/id428766423?mt=8"" rel=""nofollow"">SongsInfo</a>",2022-10-30 22:00:00,"others",2022-10-30 21:44:41,21
809,"12army_","hi^^ you may not know but i think you should change your pfp since hobi deleted the pics i think theres a reason (maybe itaewon)",2022-10-30 21:44:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:44:21,21
810,"DrMLynne","and if the city had had a plan, if itaewon had had one. the people running the halloween events should hav",2022-10-30 21:43:59,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 21:43:59,21
811,"Kempo50","my deepest condolences to the people of south korea and others who are grieving people killed or injured while cele",2022-10-30 21:43:55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 21:43:55,21
812,"CyberHentai2077","if you where there on itaewon next to the people who died, please dm me i want to get information ab",2022-10-30 21:43:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:43:47,21
813,"tomie_jpg","the itaewon situation rly fuckd me up i cant stop thinking about its so sad :(( also had a moment of panic bc tho",2022-10-30 21:43:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:43:44,21
814,"DytaMarcelia","kalo kata gw sih, itaewon will never be the same again sih for the next few years...",2022-10-30 21:43:38,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:43:38,21
815,"GL0SSY00NGI","my heart hurts seeing the news about itaewon. sending my prayers to all the victims and their families",2022-10-30 21:43:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:43:30,21
816,"Lily_Dew_Drop","its just so sad everything that has happened in both india and itaewon",2022-10-30 21:43:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:43:25,21
817,"IWantHansLegs","my friend was in itaewon last night",2022-10-30 21:43:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:43:23,21
818,"lightsoff4domi","i hope everyone who was in itaewon is okay. sending all my love to seoul and my condolences to the victims families prayforitaewon",2022-10-30 21:43:06,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2022-10-30 22:00:00,"ipad",2022-10-30 21:43:06,21
819,"kimtabari","the tragedy that killed over 150 people in itaewon, seoul is heart breaking. sending my deepest condolences to the",2022-10-30 21:42:59,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 21:42:59,21
820,"pinkgal","nope. the tweet is false. the dead are teens and young people in their twenti",2022-10-30 21:42:59,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:42:59,21
821,"ksoonyngs","you have no rights to invalidate how people feel, think or do with the itaewon tragedy. especially when you are not",2022-10-30 21:42:54,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:42:54,21
822,"biyulving","pay respect and wish the best for everyone involved with the itaewon accident, its the least we all can do.",2022-10-30 21:42:49,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:42:49,21
823,"CyberHentai2077","if you where there on itaewon next to the people who died, please dm me i want to get information about wha",2022-10-30 21:42:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:42:47,21
824,"mamikline9","in light of what happened in itaewon, id say that its totally understandable and completely appr",2022-10-30 21:42:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:42:44,21
825,"t54840361","bc i haven't said it here yet my deepest condolences go out to everyone affected by what happened in itaewon yester",2022-10-30 21:42:23,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:42:23,21
826,"bbanghaker","i cant stop thinking about itaewon and its so upsetting i mean no one should have to lose someone like that it jus",2022-10-30 21:42:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:42:19,21
827,"yudexhas","their royal highnesses the prince and princess of wales have sent condolences to the people of south korea af",2022-10-30 21:42:19,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:42:19,21
828,"gumpekulla","i started getting nice tiktok vids of cool costumes and ppl having fun in itaewon last night, then the other videos",2022-10-30 21:42:09,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:42:09,21
829,"LifeMusicSound","condolences to the foreign families affected by the itaewon tragedy. prayersforitaewon crowdcrush",2022-10-30 21:42:06,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:42:06,21
830,"allwithtaeyeon","my heart goes to all the victims of typhoon paeng (here in ph) and to all the victims of the itaewon crowd crush an",2022-10-30 21:41:59,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:41:59,21
831,"CyberHentai2077","if you where there on itaewon next to the people who died, please dm me i want to get information about",2022-10-30 21:41:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:41:52,21
832,"serimthink","i hope all the itaewon victims rest in peace, my heart goes out to their families and friends",2022-10-30 21:41:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:41:45,21
833,"Jshms9","sorry to ask , some news says , all started after people knew that one celeb visited itaewon bar and all",2022-10-30 21:41:11,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:41:11,21
834,"bkayartistry","mr sunshine goblin vicenzo mr queen flower of evil itaewon class empress ki crash landing on you moon lovers dr",2022-10-30 21:40:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:40:32,21
835,"naaanaa99999","may i ask what you do for those who lost their life on itaewon incident",2022-10-30 21:40:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:40:29,21
836,"Aquatail20k","nowplaying: ""someday, the boy"" from ""itaewon class (original television soundtrack)"" by kim feel",2022-10-30 21:40:26,"<a href=""http://itunes.apple.com/jp/app/songsinfo/id428766423?mt=8"" rel=""nofollow"">SongsInfo</a>",2022-10-30 22:00:00,"others",2022-10-30 21:40:26,21
837,"JacobHuggins","we regularly forget how fragile life is. itaewon stopthecrush",2022-10-30 21:40:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:40:01,21
838,"immanxkun","the tragedy that happened in itaewon is so heart breaking im sending my deepest condolences to the people of south",2022-10-30 21:39:50,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:39:50,21
839,"JoKeRs_Kidol","i'm going to be off twitter for the mourning days from the tragedy of itaewon pray_for_itaewon prayforitaewon",2022-10-30 21:39:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:39:48,21
840,"Irhaliday88","pray for itaewon prayforitaewon",2022-10-30 21:39:21,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:39:21,21
841,"CyberHentai2077","if you where there on itaewon next to the people who died, please dm me i want to get information about what actually happened.",2022-10-30 21:39:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:39:02,21
842,"1ovinqharuna","what happened in itaewon",2022-10-30 21:38:34,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:38:34,21
843,"GodFavorite_28","the tag again. i'll pay my respects to the victims but ain't no way i'm watching another video or viewing another picture. itaewon",2022-10-30 21:38:25,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:38:25,21
844,"chaos_setsuna","my deep condelences to the families and victims affected by the tragedy in itaewon, prayers up",2022-10-30 21:38:18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:38:18,21
845,"RossWillett8","this is what uncontrollable crowd controls looks like! lots of stupid people! someone needs to be held accountable!",2022-10-30 21:37:58,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:37:58,21
846,"jypapi0","those videos and pics going through social media of dead people or ppl performing cpr in itaewon are fucking triggering so stop sharing them",2022-10-30 21:37:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:37:30,21
847,"FijiTaiwan","our deepest condolences on the loss of life &amp; injuries in the itaewon incident. thoughts &amp; prayers to the families",2022-10-30 21:37:09,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 21:37:09,21
848,"ohhellosoyeon","this might be that show that was supposed to come out yesterday with yuqi but was cancelled due to the itaewon accident.",2022-10-30 21:37:06,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:37:06,21
849,"lobster_kai","why isnt claire mcdaniel in charge of itaewons halloween festival bidenworstpresidentever",2022-10-30 21:37:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:37:04,21
850,"V_winterbear95","i'm praying for everyone in itaewon",2022-10-30 21:37:03,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:37:03,21
851,"maphxxi","for me, lgus should be responsible for their own citys events. kaya nga may mayor. halloween in itaewon is celebr",2022-10-30 21:37:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:37:00,21
852,"livaets","why the fuck do people keep tweeting and rting that one itaewon video",2022-10-30 21:36:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:36:59,21
853,"MOTSKAZUHA","i need everyone to stop praising this lil shit bc sya may kasalanan kng bakit nagkanda leche leche ang itaewon. he'",2022-10-30 21:36:55,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:36:55,21
854,"Aquatail20k","nowplaying: ""start over"" from ""itaewon class (original television soundtrack)"" by gaho",2022-10-30 21:36:36,"<a href=""http://itunes.apple.com/jp/app/songsinfo/id428766423?mt=8"" rel=""nofollow"">SongsInfo</a>",2022-10-30 22:00:00,"others",2022-10-30 21:36:36,21
855,"NamiKim_DogsSK","happyhalloween to you all! borimom brought pumpkin cakes for all the volunteers to celebrate it. i am sure you al",2022-10-30 21:36:29,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:36:29,21
856,"joonvm","my condolences to the families and people affected in itaewon. may they rip",2022-10-30 21:36:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:36:26,21
857,"ThreeManrung","the world has just witnessed the horrifying tragedy of halloween in itaewon, korea. please, don't let history repea",2022-10-30 21:36:18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:36:18,21
858,"run_pjm","maybe no-one truly could not have predicted this even though itaewon has seen even bigger crowds before. maybe the",2022-10-30 21:36:14,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:36:14,21
859,"micahlee627","itaewon, south korea. all love and prayers prayforitaewon prayforsouthkorea itaewon",2022-10-30 21:36:10,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:36:10,21
860,"JasonLim2012","deadly stampede in itaewon in a uniquely korean expression of jingoistic xenophobia, hallo",2022-10-30 21:36:03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 21:36:03,21
861,"syapjmn","i don't understand how people nowaydays lack sympathy, people died and you still can reply ha nak enjoykan mati all",2022-10-30 21:35:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:35:51,21
862,"jenicides","i mentioned the governm",2022-10-30 21:35:32,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2022-10-30 22:00:00,"ipad",2022-10-30 21:35:32,21
863,"lanenaatiny","havent heard any news about itaewon but i hope the injured are okay and safe and everyone got home safely. i hope",2022-10-30 21:35:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:35:23,21
864,"sixnellouise","this itaewon thing is mad praying for the ppl",2022-10-30 21:35:14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:35:14,21
865,"bamtoriss","i'm back and too many things are happening... what is going on the itaewon situation... i'm not completly sure if",2022-10-30 21:34:52,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:34:52,21
866,"Kaheimybeloved","im terrified just by watching the itaewon tragedy, that must be so so so hard for all the victims there. my condole",2022-10-30 21:34:51,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:34:51,21
867,"____nonfn","simulation of what happened in the tragedy in itaewon south korea. itaewon",2022-10-30 21:34:40,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:34:40,21
868,"ItaewonHallowen","i know you also want helping people try to check it out $itaewon charity tokens for people affected of itaewon sta",2022-10-30 21:34:29,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 21:34:29,21
869,"efmthismorning","coming up on today at 8:00am (kst) interview with witnesses of the itaewon stamped accident wh",2022-10-30 21:34:23,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:34:23,21
870,"gh0stsroom","this post isnt referring to itaewon but to a similar situation that happened in 2015. still very interesting.",2022-10-30 21:34:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:34:15,21
871,"SamuelJHyun","shout out to the kpop fans showing a lot of love to itaewon right now. a lot of them are not korean and at times,",2022-10-30 21:34:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:34:06,21
872,"AeonaOnggg","may all those who passed away in itaewon, pass in peace. and sincere condolences to the family and friends of the v",2022-10-30 21:33:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:33:57,21
873,"lae__loner","the itaewon situation is so traumatic to even listen about like.. thats fuckin crazy",2022-10-30 21:33:56,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 21:33:56,21
874,"car1bonara_jm","pray for itaewon prayforitaewon",2022-10-30 21:33:54,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:33:54,21
875,"SarinaAbdul4","it's a stampede jinssi.. i'm sorry for itaewon loss. may they rest in peace.. my heart also goes out to",2022-10-30 21:33:38,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:33:38,21
