"...1","screenName","text","created","statusSource","Created_At_Round","tweetSource","date","hour"
876,"bbanghaker","younghoon only send one message today im really worried idk if its because of whats happened in itaewon or becau",2022-10-30 21:33:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:33:23,21
877,"sgtcurrypants","it baffles me how people will find a way to make what happened in itaewon an opportunity to start fanwars. all i re",2022-10-30 21:33:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:33:23,21
878,"justinnnnn_02","rest in peace! and pray for itaewon",2022-10-30 21:33:20,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:33:20,21
879,"orange_et_noir","i think if the day 1 footage wasnt already online before we found out about the tragedy at",2022-10-30 21:33:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:33:01,21
880,"jdbiebstear","this itaewon tragedy devastated me more than i imagined, it made me think abt sudden death that could happen to lit",2022-10-30 21:32:51,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:32:51,21
881,"AreensK","korea stampede video,korea stampede cause,south korea stampede,south korea stampede cause,south korea crowd crush,s",2022-10-30 21:32:38,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:32:38,21
882,"JamesDJBrown","it seems one of the two japanese victims of the itaewon crush tragedy is a 26-year-old study abroad student from ne",2022-10-30 21:32:28,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 21:32:28,21
883,"ShitpostWalking","a tragedy happened in itaewon in seoul where over 100 people died. its probably interesting but i d",2022-10-30 21:32:23,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:32:23,21
884,"melon_jongho","rest in peace to those who lost their lives last night in itaewon i hope that the others who got injured recover well",2022-10-30 21:32:16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:32:16,21
885,"regina_reyyy","pray for itaewon",2022-10-30 21:32:09,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:32:09,21
886,"felixs_sidedish","most likely there will be nothing to miss considering the tragedy that happened in itaewon. since the p",2022-10-30 21:31:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:31:32,21
887,"galaxysknj","i can't stop thinking about the itaewon disaster, like it's so upsetting to think all those people went out for a n",2022-10-30 21:31:26,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:31:26,21
888,"jules_hooper","south korea is in a period of mourning for those who passed away in itaewon. that's why there was no chan's room.",2022-10-30 21:31:26,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 21:31:26,21
889,"whatchinareads","4 chinese citizens have been killed! chinese students experience the stampede incident in itaewon: some people deli",2022-10-30 21:30:11,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",2022-10-30 22:00:00,"others",2022-10-30 21:30:11,21
890,"hyyh_minsugarin","talking to someone i know from korea told me that the atmosphere now because of the itaewon disaster is just so dep",2022-10-30 21:29:45,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 21:00:00,"others",2022-10-30 21:29:45,21
891,"hkaaayyyy","the stories out of itaewon are heartbreaking and i recommend you mute the word on here. the worst news attracts the lowest of trolls.",2022-10-30 21:29:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 21:00:00,"iphone",2022-10-30 21:29:25,21
892,"ViralTrunk","cause of death: top journalists confirm top south korean actor, lee ji han, reportedly got crushed to death during",2022-10-30 21:29:24,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",2022-10-30 21:00:00,"others",2022-10-30 21:29:24,21
893,"ariana_n64","it really breaks my heart lo que paso en itaewon sk in my prayers and heart prayforitaewon",2022-10-30 21:29:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 21:00:00,"iphone",2022-10-30 21:29:21,21
894,"myyowui_","rip to everyone who died in itaewon, praying for their families and loved ones",2022-10-30 21:29:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 21:00:00,"iphone",2022-10-30 21:29:16,21
895,"tbzsunwoo_lvr","the itaewon tragedy triggered so many soft spots.. everytime i touch my phone the only thing i think off is it.. th",2022-10-30 21:29:08,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:29:08,21
896,"alamgirtk","new world new newsupdates aekpaok morbi ___ __",2022-10-30 21:29:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:29:02,21
897,"feraldread","i'm having a really hard time coming to terms with what happened in itaewon. i'm going to stay offline for a little while.",2022-10-30 21:28:57,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:28:57,21
898,"AyeshaA54669659","deepest condolences to those who have lost their family and friend in itaewon incident the souls of decreased may",2022-10-30 21:28:53,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:28:53,21
899,"krn_abdul_jabar","thoughts and prayers with itaewon",2022-10-30 21:28:48,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 21:00:00,"others",2022-10-30 21:28:48,21
900,"mjj1434","service is november 1 , the location is mentioned in the article. my condolences to his family, friends and loved",2022-10-30 21:28:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 21:00:00,"iphone",2022-10-30 21:28:44,21
901,"mochimolala87","i'm sorry for what happened in itaewon. i hope something like this never happens again in the future",2022-10-30 21:28:11,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:28:11,21
902,"FireflyWild","bestie we have decided to remove this pfp as hobi has already deleted it as a way of respe",2022-10-30 21:28:11,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:28:11,21
903,"Neko2Tuna","my heart goes out to those who lost their lives or loved ones during the itaewon seoul tragedy. please use this mom",2022-10-30 21:27:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 21:00:00,"iphone",2022-10-30 21:27:58,21
904,"riceallday247","my condolences to the victims, friends, and families in the horrific tragedy that occurred this past saturday at",2022-10-30 21:27:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 21:00:00,"iphone",2022-10-30 21:27:54,21
905,"Snukey_B","made the mistake of clicking on one of the crowd surge videos in itaewon. condolences that entire nation and anyone",2022-10-30 21:27:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:27:37,21
906,"mayadrawscomics","wow my condolences to the victims of the itaewon halloween disaster. what a horrific thing to happen omg",2022-10-30 21:27:36,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 21:00:00,"others",2022-10-30 21:27:36,21
907,"purpleworld0620","i don't have any idea how terrible happened on the itaewon since yesterday, we don't have electricity for a day bec",2022-10-30 21:27:33,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:27:33,21
908,"Miss_jackson221","yall will not see me because its not money over there itaewon",2022-10-30 21:27:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 21:00:00,"iphone",2022-10-30 21:27:32,21
909,"spookberrylala","they definitely should've had a limit and more police out to make sure everything went more smoothly! c9vid was jus",2022-10-30 21:27:30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:27:30,21
910,"k_pop08_","for pray itaewon",2022-10-30 21:27:03,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:27:03,21
911,"magicstarshop","i don't think they're going to be releasing anything this week due to the itaewon incident",2022-10-30 21:26:58,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:26:58,21
912,"toe__pay","the videos from the itaewon halloween disaster are horrifying prayforitaewon",2022-10-30 21:26:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 21:00:00,"iphone",2022-10-30 21:26:54,21
913,"pyeonghongmani","there was a huge crowd crush in itaewon at the halloween event of 100k ppl killing 150+ ppl and 80+",2022-10-30 21:26:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 21:00:00,"iphone",2022-10-30 21:26:53,21
914,"SkullShuffler","my heart goes out to all of the itaewon victims, their families, and friends.",2022-10-30 21:26:52,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:26:52,21
915,"HDragees","anyone know where i can donate to help those affected by the itaewon disaster i don't want to become uselessly ang",2022-10-30 21:26:49,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 21:00:00,"others",2022-10-30 21:26:49,21
916,"worldin69674613","people in itaewon, south korea step onpeople southkorea southkorea korea kpop seoul kdrama korean bts",2022-10-30 21:26:48,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 21:00:00,"others",2022-10-30 21:26:48,21
917,"lyn_speaks","people need to know that itaewon is a hotspot for foreigners. this tragedy has happened because of the mixed crowd",2022-10-30 21:26:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:26:37,21
918,"mycatsplayjazz","this is the article where your video appeared:",2022-10-30 21:26:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 21:00:00,"iphone",2022-10-30 21:26:29,21
919,"unpsychologue","easy to see why there was little or no police presence around itaewon that fateful night. they were all in for the",2022-10-30 21:26:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 21:00:00,"iphone",2022-10-30 21:26:20,21
920,"atzspo","my mom keeps on telling me to go to college @ home bc she's scared of me dying at a club bc of itaewon",2022-10-30 21:25:17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:25:17,21
921,"mycatsplayjazz","i'm glad you're safe. just saw your video embedded in an article in australia. i taught english in",2022-10-30 21:25:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 21:00:00,"iphone",2022-10-30 21:25:06,21
922,"abbaleksandr","how a festive night in seoul turned deadly - the new york times",2022-10-30 21:24:38,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 21:00:00,"others",2022-10-30 21:24:38,21
923,"mynameprada","hankyoreh: only 137 police deployed to the scene, less than originally reported 200. even these mostly plainclothes",2022-10-30 21:24:30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 21:00:00,"others",2022-10-30 21:24:30,21
924,"saraferiel_2004","that is so atiny doings we proud atinys our boys deserve really well those cheerings they gave been working their a",2022-10-30 21:24:05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:24:05,21
925,"dazzIingJ00NG","times moves excruciatingly slow when healing from the loss of a loved one. i can only such pain. im sending my sin",2022-10-30 21:23:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 21:00:00,"iphone",2022-10-30 21:23:24,21
926,"Swankyddd","new goal, hit 1,000 followers on tiktok so that i can stream there. ill owe you big time if you can help this beco",2022-10-30 21:23:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 21:00:00,"iphone",2022-10-30 21:23:12,21
927,"SnowyDubuJinki","i keep seeing what happened in itaewon :( so sad honestly like it's crazy how these things happen so fast...",2022-10-30 21:23:12,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:23:12,21
928,"gongjumk","i was just informed that i friend of mine from school passed in itaewon the other night. may he rest in peace i'm",2022-10-30 21:23:06,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:23:06,21
929,"KossyDerrick","biography and wikipedia: 'produce 101 season 2' participant lee jihan passed away during itaewon stampede",2022-10-30 21:22:59,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 21:00:00,"android",2022-10-30 21:22:59,21
930,"B43v1L","seoul itaewon tragedy was literally ppl dying cause of a crowd crush , rip to almost 160 ppl n gws to the other 150",2022-10-30 21:22:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 21:00:00,"iphone",2022-10-30 21:22:52,21
931,"jenniferkimvan","the last of my friends that was in itaewon or were planning on attending got back to me &amp; are all safe. my heart hu",2022-10-30 21:22:33,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 21:00:00,"others",2022-10-30 21:22:33,21
